Ref,CensusYear,Category,Region,RegionName,Grade,GradeName,Age,Total,Male,Female
16258,2016,Vulnerable,21,Oshana,210,Grade 10,23,1,0,1
16259,2016,Vulnerable,21,Oshana,210,Grade 10,24,1,1,0
16260,2016,Vulnerable,21,Oshana,211,Grade 11,16,42,16,26
16261,2016,Vulnerable,21,Oshana,211,Grade 11,17,24,10,14
16262,2016,Vulnerable,21,Oshana,211,Grade 11,18,30,14,16
16263,2016,Vulnerable,21,Oshana,211,Grade 11,19,15,5,10
16264,2016,Vulnerable,21,Oshana,211,Grade 11,20,6,1,5
16265,2016,Vulnerable,21,Oshana,211,Grade 11,21,7,3,4
16266,2016,Vulnerable,21,Oshana,212,Grade 12,16,8,3,5
16267,2016,Vulnerable,21,Oshana,212,Grade 12,17,18,5,13
16268,2016,Vulnerable,21,Oshana,212,Grade 12,18,78,27,51
16269,2016,Vulnerable,21,Oshana,212,Grade 12,19,43,27,16
16270,2016,Vulnerable,21,Oshana,210,Grade 10,19,52,24,28
16271,2016,Vulnerable,21,Oshana,207,Grade  7,21,1,1,0
16272,2016,Vulnerable,21,Oshana,206,Grade  6,17,17,11,6
16273,2016,Vulnerable,21,Oshana,206,Grade  6,18,2,1,1
16274,2016,Vulnerable,21,Oshana,206,Grade  6,19,1,1,0
16275,2016,Vulnerable,21,Oshana,206,Grade  6,20,2,0,2
16276,2016,Vulnerable,21,Oshana,206,Grade  6,23,1,1,0
16277,2016,Vulnerable,21,Oshana,207,Grade  7,11,1,1,0
16278,2016,Vulnerable,21,Oshana,207,Grade  7,12,30,11,19
16279,2016,Vulnerable,21,Oshana,207,Grade  7,13,141,59,82
16280,2016,Vulnerable,21,Oshana,207,Grade  7,14,150,70,80
16281,2016,Vulnerable,21,Oshana,207,Grade  7,15,89,49,40
16282,2016,Vulnerable,21,Oshana,207,Grade  7,16,56,31,25
16283,2016,Vulnerable,21,Oshana,207,Grade  7,17,37,24,13
16284,2016,Vulnerable,21,Oshana,207,Grade  7,18,16,10,6
16285,2016,Vulnerable,21,Oshana,209,Grade  9,18,57,30,27
16286,2016,Vulnerable,21,Oshana,208,Grade  8,18,36,20,16
16287,2016,Vulnerable,21,Oshana,209,Grade  9,15,75,30,45
16288,2016,Vulnerable,21,Oshana,209,Grade  9,14,28,13,15
16289,2016,Vulnerable,21,Oshana,209,Grade  9,13,1,1,0
16290,2016,Vulnerable,21,Oshana,208,Grade  8,21,2,2,0
16291,2016,Vulnerable,21,Oshana,207,Grade  7,19,7,4,3
16292,2016,Vulnerable,21,Oshana,208,Grade  8,19,12,7,5
16293,2016,Vulnerable,21,Oshana,207,Grade  7,20,1,1,0
16294,2016,Vulnerable,21,Oshana,208,Grade  8,17,40,21,19
16295,2016,Vulnerable,21,Oshana,208,Grade  8,16,99,50,49
16296,2016,Vulnerable,21,Oshana,208,Grade  8,15,126,61,65
16297,2016,Vulnerable,21,Oshana,208,Grade  8,14,99,37,62
16298,2016,Vulnerable,21,Oshana,208,Grade  8,13,7,2,5
16299,2016,Vulnerable,21,Oshana,100,Pre-Primary,10,1,0,1
16300,2016,Vulnerable,21,Oshana,208,Grade  8,20,9,5,4
16301,2017,Vulnerable,22,Oshikoto,203,Grade  3,12,151,89,62
16302,2017,Vulnerable,22,Oshikoto,100,Pre-Primary,8,3,1,2
16303,2017,Vulnerable,22,Oshikoto,201,Grade  1,6,307,142,165
16304,2017,Vulnerable,22,Oshikoto,201,Grade  1,5,1,1,0
16305,2017,Vulnerable,22,Oshikoto,201,Grade  1,15,2,1,1
16306,2017,Vulnerable,22,Oshikoto,201,Grade  1,13,3,1,2
16307,2017,Vulnerable,22,Oshikoto,201,Grade  1,12,8,4,4
16308,2017,Vulnerable,22,Oshikoto,201,Grade  1,8,538,312,226
16309,2017,Vulnerable,22,Oshikoto,201,Grade  1,10,65,30,35
16310,2017,Vulnerable,22,Oshikoto,212,Grade 12,23,8,5,3
16311,2017,Vulnerable,22,Oshikoto,100,Pre-Primary,7,22,10,12
16312,2017,Vulnerable,22,Oshikoto,100,Pre-Primary,6,1269,651,618
16313,2017,Vulnerable,22,Oshikoto,100,Pre-Primary,5,343,187,156
16314,2017,Vulnerable,22,Oshikoto,100,Pre-Primary,10,1,1,0
16315,2017,Vulnerable,22,Oshikoto,201,Grade  1,9,159,100,59
16316,2017,Vulnerable,22,Oshikoto,202,Grade  2,10,266,172,94
16317,2017,Vulnerable,22,Oshikoto,201,Grade  1,11,15,9,6
16318,2017,Vulnerable,22,Oshikoto,201,Grade  1,7,1550,831,719
16319,2017,Vulnerable,22,Oshikoto,211,Grade 11,16,16,6,10
16320,2017,Vulnerable,22,Oshikoto,211,Grade 11,17,56,21,35
16321,2017,Vulnerable,22,Oshikoto,211,Grade 11,18,58,23,35
16322,2017,Vulnerable,22,Oshikoto,211,Grade 11,19,38,22,16
16323,2017,Vulnerable,22,Oshikoto,211,Grade 11,20,23,14,9
16324,2017,Vulnerable,22,Oshikoto,211,Grade 11,21,10,5,5
16325,2017,Vulnerable,22,Oshikoto,212,Grade 12,25,3,1,2
16326,2017,Vulnerable,22,Oshikoto,212,Grade 12,17,6,3,3
16327,2017,Vulnerable,22,Oshikoto,212,Grade 12,24,2,2,0
16328,2017,Vulnerable,22,Oshikoto,212,Grade 12,18,47,24,23
16329,2017,Vulnerable,22,Oshikoto,212,Grade 12,19,58,29,29
16330,2017,Vulnerable,22,Oshikoto,212,Grade 12,20,45,27,18
16331,2017,Vulnerable,22,Oshikoto,212,Grade 12,21,35,23,12
16332,2017,Vulnerable,22,Oshikoto,212,Grade 12,22,18,16,2
16333,2017,Vulnerable,22,Oshikoto,202,Grade  2,13,20,13,7
16334,2017,Vulnerable,22,Oshikoto,211,Grade 11,22,4,4,0
16335,2017,Vulnerable,22,Oshikoto,205,Grade  5,13,315,174,141
16336,2017,Vulnerable,22,Oshikoto,202,Grade  2,11,104,67,37
16337,2017,Vulnerable,22,Oshikoto,204,Grade  4,10,729,337,392
16338,2017,Vulnerable,22,Oshikoto,204,Grade  4,11,606,331,275
16339,2017,Vulnerable,22,Oshikoto,204,Grade  4,12,438,262,176
16340,2017,Vulnerable,22,Oshikoto,204,Grade  4,13,243,164,79
16341,2017,Vulnerable,22,Oshikoto,204,Grade  4,14,117,76,41
16342,2017,Vulnerable,22,Oshikoto,203,Grade  3,8,126,48,78
16343,2017,Vulnerable,22,Oshikoto,204,Grade  4,16,25,19,6
16344,2017,Vulnerable,22,Oshikoto,203,Grade  3,7,10,5,5
16345,2017,Vulnerable,22,Oshikoto,204,Grade  4,17,8,7,1
16346,2017,Vulnerable,22,Oshikoto,204,Grade  4,18,2,0,2
16347,2017,Vulnerable,22,Oshikoto,204,Grade  4,9,68,26,42
16348,2017,Vulnerable,22,Oshikoto,205,Grade  5,10,53,20,33
16349,2017,Vulnerable,22,Oshikoto,205,Grade  5,11,418,166,252
16350,2017,Vulnerable,22,Oshikoto,203,Grade  3,14,27,18,9
16351,2017,Vulnerable,22,Oshikoto,204,Grade  4,15,49,31,18
16352,2017,Vulnerable,22,Oshikoto,203,Grade  3,10,639,369,270
16353,2017,Vulnerable,22,Oshikoto,210,Grade 10,24,2,2,0
16354,2017,Vulnerable,22,Oshikoto,202,Grade  2,14,17,12,5
16355,2017,Vulnerable,22,Oshikoto,202,Grade  2,15,5,4,1
16356,2017,Vulnerable,22,Oshikoto,202,Grade  2,16,4,4,0
16357,2017,Vulnerable,22,Oshikoto,202,Grade  2,6,3,2,1
16358,2017,Vulnerable,22,Oshikoto,202,Grade  2,7,154,56,98
16359,2017,Vulnerable,22,Oshikoto,203,Grade  3,9,818,371,447
16360,2017,Vulnerable,22,Oshikoto,202,Grade  2,9,614,338,276
16361,2017,Vulnerable,22,Oshikoto,202,Grade  2,12,51,39,12
16362,2017,Vulnerable,22,Oshikoto,203,Grade  3,11,304,189,115
16363,2017,Vulnerable,22,Oshikoto,203,Grade  3,13,70,45,25
16364,2017,Vulnerable,22,Oshikoto,203,Grade  3,15,26,19,7
16365,2017,Vulnerable,22,Oshikoto,203,Grade  3,16,8,5,3
16366,2017,Vulnerable,22,Oshikoto,203,Grade  3,17,3,2,1
16367,2017,Vulnerable,22,Oshikoto,203,Grade  3,6,1,0,1
16368,2017,Vulnerable,22,Oshikoto,202,Grade  2,8,1063,516,547
16369,2017,Vulnerable,22,Oshikoto,207,Grade  7,17,122,78,44
16370,2017,Vulnerable,22,Oshikoto,208,Grade  8,15,161,55,106
16371,2017,Vulnerable,22,Oshikoto,206,Grade  6,21,2,0,2
16372,2017,Vulnerable,22,Oshikoto,207,Grade  7,11,2,0,2
16373,2017,Vulnerable,22,Oshikoto,207,Grade  7,12,41,12,29
16374,2017,Vulnerable,22,Oshikoto,207,Grade  7,13,205,73,132
16375,2017,Vulnerable,22,Oshikoto,207,Grade  7,14,191,102,89
16376,2017,Vulnerable,22,Oshikoto,206,Grade  6,19,7,1,6
16377,2017,Vulnerable,22,Oshikoto,207,Grade  7,16,142,88,54
16378,2017,Vulnerable,22,Oshikoto,206,Grade  6,18,30,20,10
16379,2017,Vulnerable,22,Oshikoto,207,Grade  7,18,49,35,14
16380,2017,Vulnerable,22,Oshikoto,207,Grade  7,19,27,18,9
16381,2017,Vulnerable,22,Oshikoto,207,Grade  7,20,7,4,3
16382,2017,Vulnerable,22,Oshikoto,207,Grade  7,21,4,3,1
16383,2017,Vulnerable,22,Oshikoto,208,Grade  8,13,19,9,10
16384,2017,Vulnerable,22,Oshikoto,211,Grade 11,15,1,0,1
16385,2017,Vulnerable,22,Oshikoto,207,Grade  7,15,195,94,101
16386,2017,Vulnerable,22,Oshikoto,206,Grade  6,11,37,10,27
16387,2017,Vulnerable,22,Oshikoto,205,Grade  5,14,244,158,86
16388,2017,Vulnerable,22,Oshikoto,205,Grade  5,15,113,89,24
16389,2017,Vulnerable,22,Oshikoto,205,Grade  5,16,56,37,19
16390,2017,Vulnerable,22,Oshikoto,205,Grade  5,17,24,17,7
16391,2017,Vulnerable,22,Oshikoto,205,Grade  5,18,6,5,1
16392,2017,Vulnerable,22,Oshikoto,205,Grade  5,19,5,4,1
16393,2017,Vulnerable,22,Oshikoto,206,Grade  6,20,6,5,1
16394,2017,Vulnerable,22,Oshikoto,205,Grade  5,9,1,0,1
16395,2017,Vulnerable,22,Oshikoto,208,Grade  8,16,186,100,86
16396,2017,Vulnerable,22,Oshikoto,206,Grade  6,12,297,114,183
16397,2017,Vulnerable,22,Oshikoto,206,Grade  6,13,339,152,187
16398,2017,Vulnerable,22,Oshikoto,206,Grade  6,14,271,153,118
16399,2017,Vulnerable,22,Oshikoto,206,Grade  6,15,252,147,105
16400,2017,Vulnerable,22,Oshikoto,206,Grade  6,16,158,92,66
16401,2017,Vulnerable,22,Oshikoto,206,Grade  6,17,89,65,24
16402,2017,Vulnerable,22,Oshikoto,205,Grade  5,20,1,1,0
16403,2017,Vulnerable,22,Oshikoto,210,Grade 10,18,101,39,62
16404,2017,Vulnerable,22,Oshikoto,208,Grade  8,14,158,56,102
16405,2017,Vulnerable,22,Oshikoto,209,Grade  9,22,16,7,9
16406,2017,Vulnerable,22,Oshikoto,209,Grade  9,23,10,5,5
16407,2017,Vulnerable,22,Oshikoto,209,Grade  9,24,2,2,0
16408,2017,Vulnerable,22,Oshikoto,209,Grade  9,25,3,2,1
16409,2017,Vulnerable,22,Oshikoto,210,Grade 10,15,6,1,5
16410,2017,Vulnerable,22,Oshikoto,209,Grade  9,20,59,38,21
16411,2017,Vulnerable,22,Oshikoto,210,Grade 10,17,78,35,43
16412,2017,Vulnerable,22,Oshikoto,209,Grade  9,19,110,61,49
16413,2017,Vulnerable,22,Oshikoto,210,Grade 10,19,69,31,38
16414,2017,Vulnerable,22,Oshikoto,210,Grade 10,20,35,21,14
16415,2017,Vulnerable,22,Oshikoto,210,Grade 10,21,22,14,8
16416,2017,Vulnerable,22,Oshikoto,210,Grade 10,22,15,11,4
16417,2017,Vulnerable,22,Oshikoto,210,Grade 10,23,4,3,1
16418,2016,Vulnerable,22,Oshikoto,212,Grade 12,24,1,0,1
16419,2017,Vulnerable,22,Oshikoto,210,Grade 10,16,74,25,49
16420,2017,Vulnerable,22,Oshikoto,208,Grade  8,5,6,5,1
16421,2017,Vulnerable,22,Oshikoto,208,Grade  8,17,158,92,66
16422,2017,Vulnerable,22,Oshikoto,208,Grade  8,18,112,68,44
16423,2017,Vulnerable,22,Oshikoto,208,Grade  8,19,68,41,27
16424,2017,Vulnerable,22,Oshikoto,208,Grade  8,20,19,13,6
16425,2017,Vulnerable,22,Oshikoto,208,Grade  8,21,15,10,5
16426,2017,Vulnerable,22,Oshikoto,208,Grade  8,22,2,1,1
16427,2017,Vulnerable,22,Oshikoto,209,Grade  9,21,30,20,10
16428,2017,Vulnerable,22,Oshikoto,208,Grade  8,24,2,1,1
16429,2017,Vulnerable,22,Oshikoto,210,Grade 10,25,3,2,1
16430,2017,Vulnerable,22,Oshikoto,209,Grade  9,13,1,0,1
16431,2017,Vulnerable,22,Oshikoto,209,Grade  9,14,15,5,10
16432,2017,Vulnerable,22,Oshikoto,209,Grade  9,15,106,31,75
16433,2017,Vulnerable,22,Oshikoto,209,Grade  9,16,112,52,60
16434,2017,Vulnerable,22,Oshikoto,209,Grade  9,17,143,49,94
16435,2017,Vulnerable,22,Oshikoto,209,Grade  9,18,114,56,58
16436,2017,Vulnerable,22,Oshikoto,208,Grade  8,23,1,1,0
16437,2016,Vulnerable,22,Oshikoto,204,Grade  4,11,439,217,222
16438,2016,Vulnerable,22,Oshikoto,203,Grade  3,17,4,2,2
16439,2016,Vulnerable,22,Oshikoto,204,Grade  4,18,4,2,2
16440,2016,Vulnerable,22,Oshikoto,204,Grade  4,17,3,2,1
16441,2016,Vulnerable,22,Oshikoto,204,Grade  4,16,20,17,3
16442,2016,Vulnerable,22,Oshikoto,204,Grade  4,15,37,27,10
16443,2016,Vulnerable,22,Oshikoto,204,Grade  4,14,78,45,33
16444,2016,Vulnerable,22,Oshikoto,204,Grade  4,20,1,0,1
16445,2016,Vulnerable,22,Oshikoto,204,Grade  4,12,286,162,124
16446,2016,Vulnerable,22,Oshikoto,204,Grade  4,9,109,51,58
16447,2016,Vulnerable,22,Oshikoto,204,Grade  4,10,609,272,337
16448,2016,Vulnerable,22,Oshikoto,203,Grade  3,9,848,395,453
16449,2016,Vulnerable,22,Oshikoto,203,Grade  3,8,125,54,71
16450,2016,Vulnerable,22,Oshikoto,203,Grade  3,7,4,2,2
16451,2016,Vulnerable,22,Oshikoto,203,Grade  3,6,3,1,2
16452,2016,Vulnerable,22,Oshikoto,206,Grade  6,15,150,98,52
16453,2016,Vulnerable,22,Oshikoto,204,Grade  4,13,181,125,56
16454,2016,Vulnerable,22,Oshikoto,205,Grade  5,16,56,37,19
16455,2017,Vulnerable,22,Oshikoto,205,Grade  5,12,447,217,230
16456,2016,Vulnerable,22,Oshikoto,206,Grade  6,13,292,146,146
16457,2016,Vulnerable,22,Oshikoto,206,Grade  6,12,302,127,175
16458,2016,Vulnerable,22,Oshikoto,206,Grade  6,11,44,18,26
16459,2016,Vulnerable,22,Oshikoto,205,Grade  5,9,1,0,1
16460,2016,Vulnerable,22,Oshikoto,205,Grade  5,19,2,2,0
16461,2016,Vulnerable,22,Oshikoto,204,Grade  4,19,1,1,0
16462,2016,Vulnerable,22,Oshikoto,205,Grade  5,17,38,27,11
16463,2016,Vulnerable,22,Oshikoto,203,Grade  3,16,10,3,7
16464,2016,Vulnerable,22,Oshikoto,205,Grade  5,15,112,77,35
16465,2016,Vulnerable,22,Oshikoto,205,Grade  5,14,245,162,83
16466,2016,Vulnerable,22,Oshikoto,205,Grade  5,13,311,203,108
16467,2016,Vulnerable,22,Oshikoto,205,Grade  5,12,452,257,195
16468,2016,Vulnerable,22,Oshikoto,205,Grade  5,11,487,190,297
16469,2016,Vulnerable,22,Oshikoto,205,Grade  5,10,44,14,30
16470,2016,Vulnerable,22,Oshikoto,205,Grade  5,18,10,6,4
16471,2016,Vulnerable,22,Oshikoto,201,Grade  1,12,17,8,9
16472,2016,Vulnerable,22,Oshikoto,203,Grade  3,18,2,2,0
16473,2016,Vulnerable,22,Oshikoto,201,Grade  1,8,560,330,230
16474,2016,Vulnerable,22,Oshikoto,201,Grade  1,7,1551,812,739
16475,2016,Vulnerable,22,Oshikoto,201,Grade  1,6,298,139,159
16476,2016,Vulnerable,22,Oshikoto,201,Grade  1,16,2,2,0
16477,2016,Vulnerable,22,Oshikoto,201,Grade  1,15,1,1,0
16478,2016,Vulnerable,22,Oshikoto,202,Grade  2,10,293,184,109
16479,2016,Vulnerable,22,Oshikoto,201,Grade  1,13,10,6,4
16480,2016,Vulnerable,22,Oshikoto,202,Grade  2,11,117,69,48
16481,2016,Vulnerable,22,Oshikoto,201,Grade  1,11,36,30,6
16482,2016,Vulnerable,22,Oshikoto,201,Grade  1,10,72,43,29
16483,2016,Vulnerable,22,Oshikoto,100,Pre-Primary,8,3,0,3
16484,2016,Vulnerable,22,Oshikoto,100,Pre-Primary,7,10,5,5
16485,2016,Vulnerable,22,Oshikoto,100,Pre-Primary,6,1202,618,584
16486,2016,Vulnerable,22,Oshikoto,100,Pre-Primary,5,319,165,154
16487,2016,Vulnerable,22,Oshikoto,201,Grade  1,14,8,6,2
16488,2016,Vulnerable,22,Oshikoto,202,Grade  2,7,214,101,113
16489,2016,Vulnerable,22,Oshikoto,203,Grade  3,15,12,9,3
16490,2016,Vulnerable,22,Oshikoto,203,Grade  3,14,39,23,16
16491,2016,Vulnerable,22,Oshikoto,203,Grade  3,13,62,30,32
16492,2016,Vulnerable,22,Oshikoto,203,Grade  3,12,131,87,44
16493,2016,Vulnerable,22,Oshikoto,203,Grade  3,11,260,167,93
16494,2016,Vulnerable,22,Oshikoto,203,Grade  3,10,533,312,221
16495,2016,Vulnerable,22,Oshikoto,201,Grade  1,9,154,91,63
16496,2016,Vulnerable,22,Oshikoto,202,Grade  2,8,932,468,464
16497,2016,Vulnerable,22,Oshikoto,206,Grade  6,16,107,69,38
16498,2016,Vulnerable,22,Oshikoto,202,Grade  2,6,11,6,5
16499,2016,Vulnerable,22,Oshikoto,202,Grade  2,16,2,1,1
16500,2016,Vulnerable,22,Oshikoto,202,Grade  2,15,11,9,2
16501,2016,Vulnerable,22,Oshikoto,202,Grade  2,14,19,15,4
16502,2016,Vulnerable,22,Oshikoto,202,Grade  2,13,39,28,11
16503,2016,Vulnerable,22,Oshikoto,202,Grade  2,12,34,27,7
16504,2016,Vulnerable,22,Oshikoto,202,Grade  2,9,652,366,286
16505,2016,Vulnerable,22,Oshikoto,210,Grade 10,18,98,44,54
16506,2016,Vulnerable,22,Oshikoto,210,Grade 10,25,1,0,1
16507,2016,Vulnerable,22,Oshikoto,210,Grade 10,24,5,3,2
16508,2016,Vulnerable,22,Oshikoto,210,Grade 10,23,13,8,5
16509,2016,Vulnerable,22,Oshikoto,210,Grade 10,22,16,6,10
16510,2016,Vulnerable,22,Oshikoto,210,Grade 10,21,26,11,15
16511,2016,Vulnerable,22,Oshikoto,209,Grade  9,21,30,16,14
16512,2016,Vulnerable,22,Oshikoto,210,Grade 10,19,58,28,30
16513,2016,Vulnerable,22,Oshikoto,211,Grade 11,18,46,21,25
16514,2016,Vulnerable,22,Oshikoto,210,Grade 10,17,94,34,60
16515,2016,Vulnerable,22,Oshikoto,210,Grade 10,16,74,25,49
16516,2016,Vulnerable,22,Oshikoto,210,Grade 10,15,5,1,4
16517,2016,Vulnerable,22,Oshikoto,209,Grade  9,24,2,1,1
16518,2016,Vulnerable,22,Oshikoto,209,Grade  9,23,8,4,4
16519,2016,Vulnerable,22,Oshikoto,206,Grade  6,14,262,135,127
16520,2016,Vulnerable,22,Oshikoto,210,Grade 10,20,45,25,20
16521,2016,Vulnerable,22,Oshikoto,211,Grade 11,24,1,1,0
16522,2016,Vulnerable,22,Oshikoto,212,Grade 12,23,1,1,0
16523,2016,Vulnerable,22,Oshikoto,212,Grade 12,22,12,9,3
16524,2016,Vulnerable,22,Oshikoto,212,Grade 12,21,17,8,9
16525,2016,Vulnerable,22,Oshikoto,212,Grade 12,20,30,18,12
16526,2016,Vulnerable,22,Oshikoto,212,Grade 12,19,33,16,17
16527,2016,Vulnerable,22,Oshikoto,212,Grade 12,18,70,28,42
16528,2016,Vulnerable,22,Oshikoto,211,Grade 11,16,6,3,3
16529,2016,Vulnerable,22,Oshikoto,212,Grade 12,16,1,0,1
16530,2016,Vulnerable,22,Oshikoto,211,Grade 11,17,41,18,23
16531,2016,Vulnerable,22,Oshikoto,211,Grade 11,23,2,2,0
16532,2016,Vulnerable,22,Oshikoto,211,Grade 11,22,11,10,1
16533,2016,Vulnerable,22,Oshikoto,211,Grade 11,21,18,16,2
16534,2016,Vulnerable,22,Oshikoto,211,Grade 11,20,35,21,14
16535,2016,Vulnerable,22,Oshikoto,211,Grade 11,19,31,15,16
16536,2016,Vulnerable,22,Oshikoto,209,Grade  9,20,61,30,31
16537,2016,Vulnerable,22,Oshikoto,212,Grade 12,17,16,3,13
16538,2016,Vulnerable,22,Oshikoto,207,Grade  7,14,277,118,159
16539,2016,Vulnerable,22,Oshikoto,207,Grade  7,22,1,1,0
16540,2016,Vulnerable,22,Oshikoto,207,Grade  7,21,4,1,3
16541,2016,Vulnerable,22,Oshikoto,207,Grade  7,20,12,8,4
16542,2016,Vulnerable,22,Oshikoto,207,Grade  7,19,32,24,8
16543,2016,Vulnerable,22,Oshikoto,207,Grade  7,18,57,43,14
16544,2016,Vulnerable,22,Oshikoto,207,Grade  7,17,122,80,42
16545,2016,Vulnerable,22,Oshikoto,209,Grade  9,22,14,8,6
16546,2016,Vulnerable,22,Oshikoto,207,Grade  7,15,253,126,127
16547,2016,Vulnerable,22,Oshikoto,208,Grade  8,15,183,101,82
16548,2016,Vulnerable,22,Oshikoto,207,Grade  7,13,257,103,154
16549,2016,Vulnerable,22,Oshikoto,207,Grade  7,12,48,15,33
16550,2016,Vulnerable,22,Oshikoto,206,Grade  6,20,1,0,1
16551,2016,Vulnerable,22,Oshikoto,206,Grade  6,19,14,11,3
16552,2016,Vulnerable,22,Oshikoto,206,Grade  6,18,21,17,4
16553,2016,Vulnerable,22,Oshikoto,206,Grade  6,17,46,29,17
16554,2016,Vulnerable,22,Oshikoto,207,Grade  7,16,169,109,60
16555,2016,Vulnerable,22,Oshikoto,208,Grade  8,21,7,4,3
16556,2016,Vulnerable,22,Oshikoto,209,Grade  9,19,90,54,36
16557,2016,Vulnerable,22,Oshikoto,209,Grade  9,18,116,62,54
16558,2016,Vulnerable,22,Oshikoto,209,Grade  9,17,124,56,68
16559,2016,Vulnerable,22,Oshikoto,209,Grade  9,16,117,46,71
16560,2016,Vulnerable,22,Oshikoto,209,Grade  9,15,108,38,70
16561,2016,Vulnerable,22,Oshikoto,209,Grade  9,14,14,2,12
16562,2016,Vulnerable,22,Oshikoto,208,Grade  8,13,39,18,21
16563,2016,Vulnerable,22,Oshikoto,208,Grade  8,22,4,4,0
16564,2016,Vulnerable,22,Oshikoto,208,Grade  8,14,144,45,99
16565,2016,Vulnerable,22,Oshikoto,208,Grade  8,20,28,20,8
16566,2016,Vulnerable,22,Oshikoto,208,Grade  8,19,48,24,24
16567,2016,Vulnerable,22,Oshikoto,208,Grade  8,18,112,70,42
16568,2016,Vulnerable,22,Oshikoto,208,Grade  8,17,158,90,68
16569,2016,Vulnerable,22,Oshikoto,208,Grade  8,16,228,110,118
16570,2016,Vulnerable,22,Oshikoto,100,Pre-Primary,10,1,1,0
16571,2016,Vulnerable,22,Oshikoto,208,Grade  8,25,1,0,1
16572,2016,Vulnerable,23,Otjozondjupa,210,Grade 10,23,1,1,0
16573,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,16,33,12,21
16574,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,11,1,1,0
16575,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,17,50,25,25
16576,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,18,26,13,13
16577,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,19,16,9,7
16578,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,20,3,2,1
16579,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,21,1,1,0
16580,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,15,75,35,40
16581,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,15,21,7,14
16582,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,14,55,17,38
16583,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,17,22,10,12
16584,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,18,23,12,11
16585,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,19,12,5,7
16586,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,20,10,6,4
16587,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,21,2,1,1
16588,2017,Vulnerable,23,Otjozondjupa,210,Grade 10,15,1,1,0
16589,2017,Vulnerable,23,Otjozondjupa,209,Grade  9,14,4,2,2
16590,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,20,3,2,1
16591,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,8,3,2,1
16592,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,13,104,38,66
16593,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,14,134,69,65
16594,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,15,140,80,60
16595,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,16,65,30,35
16596,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,17,44,28,16
16597,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,16,73,28,45
16598,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,19,8,6,2
16599,2017,Vulnerable,23,Otjozondjupa,210,Grade 10,18,34,18,16
16600,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,21,1,1,0
16601,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,22,1,1,0
16602,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,23,1,1,0
16603,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,24,1,1,0
16604,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,12,2,1,1
16605,2017,Vulnerable,23,Otjozondjupa,208,Grade  8,13,6,2,4
16606,2017,Vulnerable,23,Otjozondjupa,207,Grade  7,18,18,14,4
16607,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,10,14,11,3
16608,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,17,2,1,1
16609,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,18,8,4,4
16610,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,19,15,8,7
16611,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,20,14,8,6
16612,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,21,5,3,2
16613,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,22,2,2,0
16614,2017,Vulnerable,23,Otjozondjupa,210,Grade 10,16,27,13,14
16615,2017,Vulnerable,23,Otjozondjupa,212,Grade 12,24,3,2,1
16616,2017,Vulnerable,23,Otjozondjupa,211,Grade 11,23,1,0,1
16617,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,11,15,9,6
16618,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,12,7,3,4
16619,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,13,1,1,0
16620,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,15,2,1,1
16621,2017,Vulnerable,23,Otjozondjupa,401,Special Education Class,6,2,1,1
16622,2016,Vulnerable,23,Otjozondjupa,210,Grade 10,20,23,14,9
